Roll (x), Pitch (Y), Yaw (Z), Time (s)
-5.38,-0.81,80.47,366.32
-5.35,-0.77,80.84,366.43
-5.41,-0.79,79.69,366.54
-5.37,-0.71,80.25,366.66
-5.39,-0.74,79.33,366.77
-5.42,-0.72,80.04,366.89
-5.43,-0.77,79.96,367.00
-5.45,-0.78,80.65,367.11
-5.38,-0.74,82.88,367.34
-5.42,-0.71,78.30,367.45
-5.40,-0.83,77.83,367.57
-5.41,-0.74,78.72,367.68
-5.43,-0.70,82.15,367.79
-5.45,-0.81,84.01,367.91
-5.37,-0.67,83.30,368.02
-5.43,-0.77,83.61,368.14
-5.39,-0.74,83.94,368.25
-5.38,-0.81,82.02,368.36
-5.39,-0.77,83.21,368.57
-5.41,-0.73,86.06,368.69
-5.45,-0.77,85.12,368.80
-5.39,-0.77,83.59,368.92
-5.42,-0.75,84.73,369.03
-5.46,-0.79,82.40,369.14
-5.43,-0.76,83.32,369.26
-5.40,-0.78,80.45,369.37
-5.36,-0.75,82.14,369.48
-5.38,-0.78,81.64,369.60
-5.43,-0.77,79.18,369.82
-5.34,-0.78,81.61,369.94
-5.44,-0.79,81.60,370.05
-5.46,-0.81,81.57,370.17
-5.40,-0.72,80.67,370.28
-5.40,-0.74,81.73,370.39
-5.38,-0.76,81.66,370.51
-5.38,-0.77,79.52,370.62
-5.37,-0.81,79.50,370.73
-5.38,-0.79,81.29,370.85
-5.39,-0.81,80.19,371.06
-5.43,-0.81,80.86,371.17
-5.40,-0.75,81.96,371.29
-5.40,-0.81,82.85,371.40
-5.45,-0.78,81.71,371.51
-5.36,-0.73,80.83,371.63
-5.39,-0.76,82.35,371.74
-5.40,-0.77,82.99,371.86
-5.38,-0.77,85.33,371.97
-5.41,-0.79,83.12,372.08
-5.45,-0.78,85.00,372.31
-5.41,-0.74,85.87,372.42
-5.42,-0.77,85.01,372.54
-5.39,-0.79,82.77,372.65
-5.44,-0.70,81.74,372.76
-5.38,-0.73,80.37,372.88
-5.41,-0.79,79.19,372.99
-5.41,-0.78,80.32,373.11
-5.39,-0.75,80.97,373.22
-5.42,-0.77,80.26,373.33
-5.44,-0.77,81.08,373.54
-5.45,-0.71,81.22,373.66
-5.37,-0.75,83.45,373.77
-5.40,-0.79,80.51,373.89
-5.41,-0.67,81.69,374.00
-5.46,-0.77,81.05,374.11
-5.37,-0.72,80.53,374.23
-5.33,-0.81,80.86,374.34
-5.42,-0.77,83.22,374.45
-5.39,-0.77,83.56,374.57
-5.43,-0.76,81.85,374.79
-5.42,-0.73,83.00,374.91
-5.41,-0.78,82.14,375.02
-5.45,-0.77,82.82,375.14
-5.43,-0.84,83.32,375.25
-5.46,-0.77,84.40,375.36
-5.36,-0.68,85.37,375.48
-5.43,-0.77,84.94,375.59
-5.41,-0.74,83.60,375.70
-5.41,-0.72,83.76,375.82
-5.40,-0.82,82.17,376.03
-5.41,-0.74,81.74,376.14
-5.34,-0.76,81.37,376.26
-5.43,-0.79,82.53,376.37
-5.45,-0.74,81.38,376.48
-5.44,-0.74,82.50,376.60
-5.39,-0.76,81.70,376.71
-5.41,-0.75,83.52,376.83
-5.40,-0.75,83.66,376.94
-5.41,-0.72,82.99,377.05
-5.41,-0.78,83.52,377.28
-5.40,-0.74,85.16,377.39
-5.41,-0.73,83.47,377.51
-5.40,-0.79,81.74,377.62
-5.36,-0.74,81.28,377.73
-5.43,-0.72,82.23,377.85
-5.38,-0.80,80.88,377.96
-5.42,-0.68,81.62,378.08
-5.43,-0.82,81.57,378.19
-5.37,-0.75,81.68,378.30
-5.39,-0.80,81.82,378.51
-5.36,-0.76,83.23,378.63
-5.40,-0.73,80.77,378.74
-5.33,-0.72,80.16,378.86
-5.38,-0.79,81.11,378.97
-5.46,-0.70,79.95,379.08
-5.43,-0.72,80.25,379.20
-5.42,-0.79,80.93,379.31
-5.42,-0.75,82.18,379.42
-5.42,-0.72,80.62,379.54
-5.44,-0.77,82.87,379.76
-5.42,-0.77,83.71,379.88
-5.46,-0.75,81.85,379.99
-5.43,-0.76,82.69,380.11
-5.41,-0.75,82.32,380.22
-5.49,-0.77,80.73,380.33
-5.40,-0.75,80.02,380.45
-5.46,-0.75,79.72,380.56
-5.42,-0.78,82.48,380.67
-5.37,-0.72,80.79,380.79
-5.39,-0.78,80.06,381.00
-5.48,-0.78,75.93,381.11
-5.40,-0.72,77.55,381.23
-5.38,-0.77,81.30,381.34
-5.36,-0.77,81.65,381.45
-5.37,-0.75,80.54,381.57
-5.34,-0.83,80.73,381.68
-5.37,-0.74,82.37,381.80
-5.35,-0.75,83.01,381.91
-5.46,-0.79,81.09,382.02
-5.40,-0.76,81.97,382.25
-5.41,-0.77,81.41,382.36
-5.43,-0.79,79.75,382.48
-5.45,-0.71,80.44,382.59
-5.43,-0.79,80.54,382.70
-5.41,-0.77,82.25,382.82
-5.45,-0.74,82.76,382.93
-5.33,-0.79,83.23,383.05
-5.45,-0.82,83.49,383.16
-5.42,-0.79,80.97,383.27
-5.40,-0.77,81.07,383.48
-5.45,-0.75,77.99,383.60
-5.41,-0.77,79.22,383.71
-5.46,-0.79,79.57,383.83
-5.37,-0.76,77.57,383.94
-5.39,-0.79,78.61,384.05
-5.47,-0.79,81.85,384.17
-5.44,-0.75,82.76,384.28
-5.44,-0.78,85.19,384.39
-5.48,-0.80,84.67,384.51
-5.43,-0.77,82.67,384.73
-5.40,-0.79,83.21,384.85
-5.45,-0.71,84.57,384.96
-5.50,-0.77,84.18,385.08
-5.40,-0.76,83.96,385.19
-5.41,-0.76,82.03,385.30
-5.38,-0.80,80.14,385.42
-5.38,-0.79,79.71,385.53
-5.40,-0.70,80.26,385.64
-5.42,-0.77,79.52,385.76
-5.37,-0.84,80.85,385.97
-5.43,-0.76,82.52,386.08
-5.39,-0.73,83.43,386.20
-5.40,-0.71,82.61,386.31
-5.39,-0.77,83.29,386.42
-5.42,-0.77,82.55,386.54
-5.41,-0.77,82.59,386.65
-5.35,-0.72,80.89,386.77
-5.40,-0.82,76.49,386.88
-5.38,-0.72,79.88,386.99
-5.40,-0.78,84.01,387.22
-5.39,-0.72,80.58,387.33
-5.45,-0.77,82.39,387.45
-5.38,-0.77,83.34,387.56
-5.42,-0.72,84.69,387.67
-5.36,-0.79,84.47,387.79
-5.42,-0.77,83.20,387.90
-5.46,-0.79,82.70,388.02
-5.38,-0.74,82.22,388.13
-5.37,-0.77,79.12,388.24
-5.45,-0.74,78.31,388.45
-5.42,-0.75,78.97,388.57
-5.41,-0.71,79.05,388.68
-5.38,-0.79,80.39,388.80
-5.43,-0.77,80.90,388.91
-5.38,-0.71,87.67,389.02
-5.39,-0.76,83.92,389.14
-5.38,-0.78,81.78,389.25
-5.42,-0.82,81.29,389.36
-5.43,-0.80,80.06,389.48
-5.40,-0.73,81.05,389.70
-5.42,-0.72,79.03,389.82
-5.44,-0.77,79.26,389.93
-5.41,-0.74,79.31,390.05
-5.40,-0.74,80.40,390.16
-5.39,-0.83,81.71,390.27
-5.37,-0.72,83.42,390.39
-5.46,-0.77,82.04,390.50
-5.41,-0.76,82.50,390.62
-5.39,-0.72,80.61,390.73
-5.42,-0.78,82.94,390.94
-5.38,-0.80,82.29,391.05
-5.40,-0.76,83.07,391.17
-5.40,-0.75,83.34,391.28
-5.43,-0.75,83.62,391.39
-5.35,-0.78,81.77,391.51
-5.40,-0.74,80.56,391.62
-5.40,-0.69,80.03,391.74
-5.36,-0.74,81.97,391.85
-5.43,-0.76,84.74,391.96
-5.39,-0.78,81.27,392.19
-5.45,-0.77,82.59,392.30
-5.44,-0.74,81.05,392.42
-5.40,-0.79,82.34,392.53
-5.38,-0.77,81.68,392.64
-5.45,-0.79,80.56,392.76
-5.42,-0.79,82.05,392.87
-5.42,-0.79,81.95,392.99
-5.47,-0.74,80.97,393.10
-5.40,-0.72,80.33,393.21
-5.43,-0.76,80.21,393.42
-5.45,-0.78,79.93,393.54
-5.38,-0.74,81.85,393.65
-5.42,-0.74,82.65,393.77
-5.40,-0.76,83.00,393.88
-5.38,-0.72,81.26,393.99
-5.36,-0.75,81.14,394.11
-5.43,-0.74,82.45,394.22
-5.42,-0.75,82.88,394.33
-5.40,-0.77,81.02,394.45
-5.37,-0.72,84.05,394.67
-5.45,-0.72,81.93,394.79
-5.42,-0.72,80.86,394.90
-5.40,-0.79,80.79,395.02
-5.44,-0.78,81.01,395.13
-5.39,-0.72,82.29,395.24
-5.43,-0.77,81.73,395.36
-5.35,-0.74,81.89,395.47
-5.42,-0.78,81.75,395.58
-5.38,-0.75,80.55,395.70
-5.39,-0.79,81.25,395.91
-5.39,-0.77,81.41,396.02
-5.34,-0.79,79.55,396.14
-5.38,-0.75,81.39,396.25
-5.45,-0.72,80.65,396.36
-5.37,-0.79,84.00,396.48
-5.40,-0.77,83.07,396.59
-5.43,-0.82,83.55,396.71
-5.40,-0.78,84.84,396.82
-5.39,-0.75,82.54,396.93
-5.40,-0.72,82.17,397.16
-5.41,-0.75,83.15,397.27
-5.40,-0.78,81.71,397.39
-5.41,-0.74,81.86,397.50
-5.42,-0.73,84.70,397.61
-5.33,-0.80,86.53,397.73
-5.40,-0.77,84.85,397.84
-5.40,-0.75,82.37,397.96
-5.46,-0.76,82.00,398.07
-5.36,-0.75,81.82,398.18
-5.42,-0.70,83.52,398.39
-5.38,-0.77,82.59,398.51
-5.37,-0.76,83.19,398.62
-5.42,-0.76,83.79,398.73
-5.39,-0.74,81.32,398.85
-5.46,-0.74,80.35,398.96
-5.36,-0.83,79.35,399.08
-5.44,-0.76,78.39,399.19
-5.38,-0.80,78.86,399.30
-5.37,-0.75,78.29,399.42
-5.42,-0.77,81.64,399.64
-5.44,-0.77,82.99,399.76
-5.39,-0.72,81.05,399.87
-5.45,-0.75,80.09,399.98
-5.41,-0.74,78.62,400.10
-5.39,-0.73,79.89,400.21
-5.31,-0.74,80.50,400.33
-5.37,-0.77,80.37,400.44
-5.35,-0.72,81.71,400.55
-5.38,-0.79,77.31,400.67
-5.46,-0.75,78.61,400.88
-5.41,-0.79,81.27,400.99
-5.41,-0.75,79.88,401.11
-5.44,-0.80,82.65,401.22
-5.48,-0.80,83.40,401.33
-5.38,-0.82,83.96,401.45
-5.36,-0.77,83.87,401.56
-5.42,-0.75,82.88,401.68
-5.37,-0.71,83.30,401.79
-5.40,-0.75,82.53,401.90
-5.43,-0.80,82.16,402.13
-5.35,-0.76,80.94,402.24
-5.49,-0.79,79.06,402.36
-5.42,-0.78,82.30,402.47
-5.43,-0.79,82.22,402.58
-5.43,-0.79,81.91,402.70
-5.37,-0.69,82.66,402.81
-5.38,-0.75,82.02,402.93
-5.41,-0.74,82.06,403.04
-5.37,-0.74,80.36,403.15
-5.44,-0.75,79.38,403.36
-5.43,-0.78,80.58,403.48
-5.39,-0.72,83.06,403.59
-5.45,-0.76,82.39,403.70
-5.41,-0.82,84.15,403.82
-5.39,-0.77,83.94,403.93
-5.38,-0.83,82.92,404.05
-5.46,-0.78,83.75,404.16
-5.46,-0.78,81.52,404.27
-5.37,-0.77,83.73,404.39
-5.38,-0.79,82.22,404.60
-5.39,-0.77,84.20,404.71
-5.46,-0.82,80.87,404.83
-5.39,-0.80,82.10,404.94
-5.41,-0.79,83.14,405.05
-5.37,-0.75,82.21,405.17
-5.44,-0.75,81.32,405.28
-5.41,-0.77,80.17,405.40
-5.46,-0.70,81.67,405.51
-5.45,-0.72,80.50,405.62
-5.37,-0.74,75.10,405.85
-5.41,-0.71,79.53,405.96
-5.47,-0.76,81.56,406.08
-5.40,-0.76,82.62,406.19
-5.44,-0.75,83.15,406.30
-5.41,-0.71,80.58,406.42
-5.48,-0.74,82.21,406.53
-5.45,-0.79,84.08,406.65
-5.42,-0.79,82.10,406.76
-5.44,-0.77,83.57,406.88
-5.39,-0.77,79.47,407.08
-5.44,-0.75,80.34,407.20
-5.37,-0.77,81.53,407.31
-5.41,-0.78,83.58,407.43
-5.42,-0.75,82.35,407.54
-5.42,-0.68,83.89,407.65
-5.47,-0.75,81.82,407.77
-5.39,-0.73,81.94,407.88
-5.45,-0.76,82.61,408.00
-5.43,-0.79,81.20,408.11
-5.43,-0.73,79.67,408.33
-5.41,-0.77,81.67,408.45
-5.47,-0.74,81.68,408.56
-5.40,-0.76,82.86,408.68
-5.42,-0.77,80.38,408.79
-5.36,-0.76,80.15,408.90
-5.43,-0.75,80.03,409.02
-5.40,-0.75,80.92,409.13
-5.42,-0.72,81.43,409.25
-5.40,-0.81,80.19,409.36
-5.42,-0.75,81.52,409.57
-5.44,-0.80,80.44,409.68
-5.41,-0.86,82.30,409.80
-5.43,-0.81,81.08,409.91
-5.39,-0.84,80.39,410.02
-5.44,-0.82,81.24,410.14
-5.37,-0.81,80.31,410.25
-5.41,-0.82,80.83,410.37
-5.43,-0.82,80.48,410.48
-5.40,-0.79,80.92,410.60
-5.40,-0.74,78.05,410.82
-5.41,-0.77,76.42,410.93
-5.46,-0.76,77.42,411.05
-5.39,-0.79,78.27,411.16
-5.39,-0.77,81.81,411.27
-5.39,-0.79,81.94,411.39
-5.43,-0.76,81.19,411.50
-5.41,-0.82,82.02,411.62
-5.42,-0.76,81.09,411.73
-5.43,-0.73,81.30,411.85
-5.42,-0.81,80.19,412.05
-5.44,-0.70,82.21,412.17
-5.41,-0.77,83.28,412.28
-5.45,-0.75,80.61,412.40
-5.45,-0.74,83.09,412.51
-5.38,-0.79,81.70,412.62
-5.45,-0.75,82.68,412.74
-5.41,-0.71,80.90,412.85
-5.44,-0.77,82.09,412.97
-5.49,-0.75,83.97,413.08
-5.40,-0.75,80.69,413.30
-5.39,-0.75,83.75,413.42
-5.42,-0.79,82.03,413.53
-5.45,-0.79,80.76,413.65
-5.41,-0.74,81.22,413.76
-5.38,-0.79,83.56,413.87
-5.46,-0.73,83.83,413.99
-5.43,-0.70,81.14,414.10
-5.36,-0.77,80.25,414.22
-5.39,-0.75,80.08,414.33
-5.43,-0.77,81.52,414.54
-5.41,-0.70,80.63,414.65
-5.43,-0.77,80.97,414.77
-5.36,-0.79,82.29,414.88
-5.45,-0.82,80.63,414.99
-5.47,-0.77,82.01,415.11
-5.42,-0.77,82.63,415.22
-5.35,-0.72,83.11,415.34
-5.36,-0.74,83.43,415.45
-5.41,-0.72,84.85,415.57
-5.38,-0.78,81.56,415.79
-5.44,-0.78,80.65,415.90
-5.38,-0.79,81.62,416.02
-5.41,-0.75,80.52,416.13
-5.46,-0.77,81.21,416.24
-5.39,-0.75,82.18,416.36
-5.41,-0.80,80.22,416.47
-5.43,-0.82,80.78,416.59
-5.44,-0.77,88.50,416.70
-5.43,-0.82,87.39,416.82
-5.39,-0.76,85.34,417.02
-5.41,-0.74,84.57,417.14
-5.41,-0.77,82.86,417.25
-5.42,-0.79,81.00,417.37
-5.39,-0.76,81.92,417.48
-5.44,-0.73,82.75,417.59
-5.39,-0.72,83.14,417.71
-5.41,-0.74,83.27,417.82
-5.36,-0.82,81.64,417.94
-5.31,-0.75,82.51,418.05
-5.41,-0.74,78.64,418.27
-5.45,-0.71,78.74,418.39
-5.39,-0.72,79.43,418.50
-5.42,-0.70,80.12,418.62
-5.42,-0.78,80.01,418.73
-5.45,-0.79,82.61,418.84
-5.48,-0.80,81.99,418.96
-5.42,-0.74,82.93,419.07
-5.40,-0.77,82.58,419.19
-5.37,-0.77,82.71,419.30
-5.41,-0.75,81.47,419.51
-5.44,-0.79,80.74,419.62
-5.42,-0.80,83.41,419.74
-5.40,-0.78,82.14,419.85
-5.41,-0.75,81.00,419.96
-5.38,-0.74,81.22,420.08
-5.44,-0.80,80.25,420.19
-5.41,-0.74,81.02,420.31
-5.45,-0.83,79.15,420.42
-5.44,-0.72,81.39,420.54
-5.43,-0.76,80.43,420.76
-5.44,-0.76,83.48,420.87
-5.41,-0.77,83.73,420.99
-5.45,-0.75,77.08,421.10
-5.37,-0.81,78.77,421.21
-5.41,-0.75,79.08,421.33
-5.40,-0.75,80.26,421.44
-5.40,-0.78,81.05,421.56
-5.45,-0.81,80.31,421.67
-5.42,-0.81,82.06,421.79
-5.32,-0.75,81.29,421.99
-5.45,-0.80,82.47,422.11
-5.45,-0.73,83.04,422.22
-5.36,-0.83,82.53,422.34
-5.40,-0.72,82.45,422.45
-5.37,-0.81,85.02,422.56
-5.40,-0.75,82.03,422.68
-5.45,-0.79,83.98,422.79
-5.37,-0.81,80.82,422.91
-5.42,-0.78,79.66,423.02
-5.42,-0.80,80.98,423.24
-5.44,-0.73,81.29,423.36
-5.42,-0.77,80.11,423.47
-5.37,-0.75,80.54,423.59
-5.39,-0.84,78.65,423.70
-5.37,-0.76,81.12,423.81
-5.38,-0.78,82.21,423.93
-5.38,-0.82,84.04,424.04
-5.41,-0.80,85.92,424.16
-5.41,-0.77,82.92,424.27
-5.46,-0.82,80.61,424.48
-5.45,-0.75,78.85,424.59
-5.47,-0.78,79.98,424.71
-5.39,-0.74,80.57,424.82
-5.40,-0.79,81.72,424.93
-5.44,-0.72,80.76,425.05
-5.44,-0.77,81.32,425.16
-5.46,-0.79,82.78,425.28
-5.41,-0.72,81.91,425.39
-5.39,-0.84,78.90,425.51
-5.39,-0.73,80.70,425.73
-5.41,-0.79,79.31,425.84
-5.42,-0.74,80.11,425.96
-5.38,-0.79,82.98,426.07
-5.42,-0.82,83.31,426.19
-5.38,-0.74,82.54,426.30
-5.37,-0.77,80.77,426.41
-5.39,-0.77,80.04,426.53
-5.45,-0.79,80.11,426.64
-5.46,-0.79,83.91,426.76
-5.40,-0.80,80.76,426.96
-5.40,-0.79,81.22,427.08
-5.42,-0.72,81.74,427.19
-5.39,-0.79,83.85,427.31
-5.41,-0.82,83.99,427.42
-5.42,-0.81,81.98,427.54
-5.41,-0.78,82.64,427.65
-5.38,-0.70,82.18,427.76
-5.41,-0.83,82.03,427.88
-5.40,-0.83,82.64,427.99
-5.40,-0.76,82.09,428.21
-5.45,-0.78,82.06,428.33
-5.44,-0.85,81.41,428.44
-5.47,-0.74,81.39,428.56
-5.38,-0.77,80.57,428.67
-5.44,-0.76,80.88,428.79
-5.41,-0.74,80.59,428.90
-5.40,-0.73,81.82,429.01
-5.40,-0.75,80.59,429.13
-5.34,-0.77,81.91,429.24
-5.39,-0.81,83.45,429.45
-5.39,-0.74,84.83,429.56
-5.39,-0.79,84.57,429.68
-5.36,-0.79,82.45,429.79
-5.43,-0.78,80.95,429.90
-5.38,-0.74,81.22,430.02
-5.39,-0.83,83.24,430.13
-5.45,-0.77,83.73,430.25
-5.36,-0.73,81.67,430.36
-5.40,-0.75,81.38,430.48
-5.47,-0.75,84.35,430.70
-5.42,-0.76,84.48,430.81
-5.39,-0.80,84.29,430.93
-5.35,-0.76,83.12,431.04
-5.49,-0.77,83.49,431.15
-5.37,-0.81,83.50,431.27
-5.44,-0.76,82.67,431.38
-5.40,-0.78,80.94,431.50
-5.42,-0.75,82.10,431.61
-5.45,-0.79,82.68,431.73
-5.40,-0.74,82.10,431.93
-5.39,-0.75,86.80,432.05
-5.39,-0.77,82.31,432.16
-5.42,-0.73,84.08,432.27
-5.42,-0.80,82.60,432.39
-5.42,-0.82,83.36,432.50
-5.44,-0.76,81.69,432.62
-5.42,-0.78,81.62,432.73
-5.45,-0.77,80.09,432.85
-5.38,-0.77,82.87,432.96
-5.47,-0.73,82.00,433.18
-5.46,-0.75,83.17,433.30
-5.41,-0.72,82.46,433.41
-5.45,-0.77,81.83,433.52
-5.41,-0.73,80.42,433.64
-5.46,-0.75,82.12,433.75
-5.37,-0.82,80.69,433.87
-5.38,-0.75,79.77,433.98
-5.38,-0.74,80.55,434.10
-5.42,-0.78,81.78,434.21
-5.43,-0.78,81.48,434.42
-5.34,-0.78,83.86,434.53
-5.48,-0.77,83.75,434.65
-5.37,-0.72,82.06,434.76
-5.41,-0.82,82.91,434.87
-5.34,-0.74,80.46,434.99
-5.49,-0.80,81.97,435.10
-5.43,-0.79,82.78,435.22
-5.42,-0.81,81.13,435.33
-5.36,-0.76,82.35,435.44
-5.42,-0.78,89.98,435.67
-5.31,-0.69,88.16,435.78
-5.38,-0.75,85.35,435.90
-5.38,-0.75,82.97,436.01
-5.38,-0.80,81.24,436.12
-5.40,-0.76,82.19,436.24
-5.42,-0.80,82.03,436.35
-5.42,-0.77,80.87,436.47
-5.45,-0.78,80.04,436.58
-5.44,-0.78,79.40,436.69
-5.36,-0.86,83.98,436.90
-5.43,-0.77,84.06,437.02
-5.49,-0.78,81.99,437.13
-5.38,-0.80,81.93,437.24
-5.43,-0.77,82.81,437.36
-5.36,-0.81,81.54,437.47
-5.41,-0.82,80.65,437.59
-5.40,-0.77,82.25,437.70
-5.36,-0.81,81.11,437.82
-5.46,-0.81,81.54,437.93
-5.42,-0.71,81.79,438.15
-5.36,-0.81,82.95,438.27
-5.40,-0.79,83.22,438.38
-5.40,-0.79,84.42,438.49
-5.34,-0.74,81.62,438.61
-5.37,-0.75,82.80,438.72
-5.42,-0.74,83.48,438.84
-5.48,-0.77,82.89,438.95
-5.41,-0.77,83.37,439.07
-5.36,-0.77,83.40,439.18
-5.40,-0.79,83.93,439.39
-5.44,-0.79,81.68,439.50
-5.39,-0.71,80.33,439.62
-5.38,-0.78,81.92,439.73
-5.37,-0.82,83.74,439.84
-5.46,-0.74,83.86,439.96
-5.47,-0.74,82.25,440.07
-5.40,-0.72,80.45,440.19
-5.41,-0.76,80.03,440.30
-5.40,-0.73,80.67,440.41
-5.41,-0.79,79.71,440.64
-5.44,-0.77,83.11,440.75
-5.38,-0.69,83.71,440.86
-5.33,-0.76,83.78,440.98
-5.38,-0.79,84.09,441.09
-5.47,-0.76,82.27,441.21
-5.39,-0.74,82.95,441.32
-5.44,-0.78,82.03,441.43
-5.37,-0.76,80.76,441.55
-5.46,-0.78,79.22,441.66
-5.44,-0.77,80.59,441.88
-5.44,-0.80,81.08,441.99
-5.43,-0.79,82.66,442.11
-5.43,-0.72,80.88,442.22
-5.48,-0.71,80.93,442.33
-5.39,-0.77,81.96,442.45
-5.41,-0.75,82.83,442.56
-5.40,-0.75,84.58,442.68
-5.36,-0.84,82.55,442.79
-5.37,-0.73,77.79,442.90
-5.44,-0.74,78.87,443.13
-5.42,-0.81,81.47,443.24
-5.41,-0.77,80.01,443.36
-5.40,-0.86,81.84,443.47
-5.37,-0.86,83.74,443.58
-5.43,-0.75,83.84,443.70
-5.35,-0.73,83.84,443.81
-5.44,-0.80,81.60,443.93
-5.39,-0.82,81.59,444.04
-5.36,-0.77,82.56,444.15
-5.37,-0.77,83.01,444.36
-5.39,-0.77,81.25,444.48
-5.44,-0.78,80.71,444.59
-5.36,-0.76,80.85,444.70
-5.44,-0.76,81.04,444.82
-5.43,-0.84,80.14,444.93
-5.44,-0.75,79.79,445.05
-5.43,-0.77,78.44,445.16
-5.39,-0.78,80.76,445.27
-5.38,-0.75,83.07,445.39
-5.38,-0.76,82.36,445.61
-5.44,-0.79,84.31,445.73
-5.45,-0.74,83.58,445.84
-5.42,-0.77,81.80,445.95
-5.46,-0.74,83.64,446.07
-5.45,-0.75,82.98,446.18
-5.38,-0.80,82.57,446.30
-5.40,-0.80,81.97,446.41
-5.41,-0.77,82.92,446.52
-5.44,-0.83,82.34,446.64
-5.40,-0.77,83.80,446.85
-5.42,-0.84,81.79,446.96
-5.43,-0.74,81.47,447.08
-5.40,-0.75,79.40,447.19
-5.40,-0.72,83.30,447.30
-5.40,-0.80,85.73,447.42
-5.47,-0.77,82.87,447.53
-5.41,-0.79,81.57,447.64
-5.42,-0.77,80.98,447.76
-5.42,-0.76,81.11,447.87
-5.37,-0.74,81.34,448.10
-5.41,-0.79,82.72,448.21
-5.46,-0.76,81.99,448.33
-5.42,-0.79,81.83,448.44
-5.43,-0.79,81.60,448.55
-5.42,-0.77,81.47,448.67
-5.44,-0.77,79.39,448.78
-5.32,-0.81,81.38,448.89
-5.41,-0.74,80.20,449.01
-5.48,-0.74,80.54,449.12
-5.46,-0.76,79.72,449.33
-5.39,-0.71,78.38,449.45
-5.42,-0.78,82.06,449.56
-5.42,-0.76,80.72,449.67
-5.36,-0.69,81.55,449.79
-5.46,-0.71,82.76,449.90
-5.49,-0.70,82.00,450.02
-5.47,-0.74,82.85,450.13
-5.44,-0.80,82.05,450.24
-5.41,-0.80,80.65,450.36
-5.42,-0.74,79.45,450.58
-5.37,-0.77,79.16,450.70
-5.44,-0.74,77.87,450.81
-5.38,-0.72,80.63,450.92
-5.35,-0.72,78.70,451.04
-5.41,-0.79,81.29,451.15
-5.41,-0.76,82.22,451.27
-5.34,-0.77,82.77,451.38
-5.36,-0.79,83.06,451.49
-5.40,-0.82,82.40,451.61
-5.41,-0.82,83.64,451.82
-5.46,-0.79,82.86,451.93
-5.39,-0.79,85.61,452.04
-5.36,-0.74,84.81,452.16
-5.39,-0.80,82.51,452.27
-5.35,-0.73,83.98,452.39
-5.40,-0.72,83.29,452.50
-5.40,-0.81,84.65,452.61
-5.41,-0.79,81.59,452.73
-5.45,-0.77,82.39,452.84
-5.48,-0.70,82.16,453.07
-5.44,-0.79,80.76,453.18
-5.39,-0.78,80.83,453.29
-5.38,-0.77,79.67,453.41
-5.38,-0.74,80.24,453.52
-5.38,-0.79,79.85,453.64
-5.38,-0.72,81.63,453.75
-5.44,-0.77,81.35,453.86
-5.40,-0.77,82.57,453.98
-5.42,-0.74,81.47,454.09
-5.39,-0.79,82.99,454.30
-5.43,-0.80,81.39,454.42
-5.43,-0.75,83.63,454.53
-5.43,-0.82,86.82,454.64
-5.40,-0.81,86.97,454.76
-5.37,-0.75,82.54,454.87
-5.43,-0.84,79.79,454.98
-5.42,-0.76,79.66,455.10
-5.45,-0.72,80.59,455.21
-5.45,-0.79,81.12,455.33
-5.41,-0.75,80.11,455.55
-5.41,-0.77,83.25,455.67
-5.52,-0.77,82.64,455.78
-5.46,-0.78,81.27,455.89
-5.38,-0.83,80.50,456.01
-5.39,-0.77,79.47,456.12
-5.43,-0.77,82.34,456.23
-5.50,-0.78,81.43,456.35
-5.41,-0.70,82.39,456.46
-5.41,-0.82,84.18,456.58
-5.40,-0.78,83.66,456.79
-5.48,-0.75,82.87,456.90
-5.45,-0.77,80.36,457.01
-5.36,-0.77,79.99,457.13
-5.43,-0.78,81.73,457.24
-5.38,-0.77,79.33,457.36
-5.42,-0.73,82.71,457.47
-5.35,-0.79,80.87,457.58
-5.42,-0.77,81.88,457.70
-5.41,-0.77,83.71,457.81
-5.46,-0.72,79.52,458.02
-5.39,-0.76,84.15,458.14
-5.37,-0.72,83.88,458.25
-5.36,-0.77,82.86,458.36
-5.44,-0.71,84.42,458.48
-5.36,-0.77,82.94,458.59
-5.39,-0.75,82.93,458.70
-5.42,-0.78,82.35,458.82
-5.37,-0.72,81.99,458.93
-5.37,-0.74,83.54,459.05
-5.43,-0.76,82.42,459.27
-5.47,-0.76,83.57,459.39
-5.40,-0.75,81.39,459.50
-5.44,-0.75,80.20,459.61
-5.38,-0.72,77.70,459.73
-5.44,-0.77,78.11,459.84
-5.37,-0.73,78.78,459.95
-5.37,-0.81,78.06,460.07
-5.44,-0.74,81.40,460.18
-5.40,-0.79,79.78,460.30
-5.40,-0.81,82.37,460.51
-5.40,-0.75,81.92,460.62
-5.40,-0.75,79.61,460.73
-5.39,-0.74,79.34,460.85
-5.40,-0.79,79.83,460.96
-5.43,-0.76,78.47,461.08
-5.40,-0.80,78.91,461.19
-5.39,-0.81,78.93,461.30
-5.40,-0.78,81.19,461.42
-5.38,-0.72,82.16,461.53
-5.40,-0.74,80.79,461.76
-5.39,-0.72,82.53,461.87
-5.44,-0.75,83.25,461.98
-5.39,-0.77,82.76,462.10
-5.41,-0.71,82.48,462.21
-5.36,-0.73,81.19,462.33
-5.41,-0.77,83.31,462.44
-5.43,-0.73,83.54,462.55
